[0.99915071 0.04120518],[ 0.97778086 -0.20962967],[ 0.97021199 -0.24225748],[ 0.83365054 -0.55229229],[ 0.9893291  -0.14569809],[0.99996696 0.00812872],[ 0.99892976 -0.04625288],[0.98906977 0.14744823],[0.91554306 0.40221997],[ 0.83433832 -0.55125272],[ 0.91873367 -0.39487775],[0.99953324 0.03055004],[ 0.99462015 -0.10358934],[ 0.92958471 -0.36860856],[0.97876029 0.20500804],[0.99962008 0.02756261],[0.98841236 0.15179262],[ 0.99755432 -0.06989555],[ 0.95069373 -0.31013133],[0.96684595 0.25536037],[ 0.99417354 -0.10779132],[ 0.94513297 -0.3266859 ],[ 0.98460334 -0.17480353],[0.9767201  0.21451772],[ 0.98195436 -0.18911804],[ 0.9294719  -0.36889293],[0.97426579 0.22540226],[0.95692302 0.29034174],[ 0.95408436 -0.29953804],[ 0.97992731 -0.19935512],[0.99999527 0.00307696],[ 0.96720027 -0.25401504],[ 0.94007239 -0.34097493],[ 0.82437775 -0.56604003],[0.97242928 0.23319797],[ 0.99215583 -0.12500723],[ 0.99999909 -0.00134899],[0.997471   0.07107457],[ 0.87313301 -0.48748206],[ 0.98416258 -0.17726823],[ 0.93010262 -0.36729975],[ 0.97913972 -0.20318812],[ 0.99759812 -0.06926753],[0.91870584 0.3949425 ],[ 0.89191983 -0.45219356],[0.98278894 0.18473195],[0.96222948 0.27223966],[ 0.92262605 -0.38569569],[ 0.93804451 -0.34651478],[ 0.88973747 -0.4564726 ],[ 0.87419892 -0.48556796],[ 0.82053791 -0.57159211],[0.98181124 0.18985964],[ 0.9810303  -0.19385445],[ 0.99841697 -0.05624543],[ 0.8892648  -0.45739273],[0.96239814 0.2716428 ],[ 0.93172202 -0.36317225],[0.97797767 0.20870953],[0.95286149 0.30340564],[0.97937002 0.20207515],[ 0.89161814 -0.45278813],[ 0.917472   -0.39780036],[0.93721899 0.3487414 ],[ 0.98329675 -0.1820096 ],[ 0.93563989 -0.35295608],[ 0.91097043 -0.41247167],[ 0.8986838  -0.43859711],[ 0.96797781 -0.25103576],[ 0.93199584 -0.36246897],[ 0.93572123 -0.3527404 ],[ 0.90355469 -0.42847278],[ 0.9080119  -0.41894437],[ 0.90866249 -0.41753142],[0.99491354 0.10073259],[ 0.93492674 -0.3548408 ],[ 0.98666453 -0.162767  ],[0.97940067 0.20192654],[ 0.91502218 -0.40340353],[0.99769085 0.0679188 ],[ 9.99999942e-01 -3.40043383e-04],[0.99438997 0.1057761 ],[0.99984693 0.01749622],[0.99990643 0.01367958],[ 0.92658451 -0.37608661],[0.99782913 0.06585618],[ 0.97474955 -0.22330096],[ 0.92813565 -0.37224213],[0.94226436 0.33486994],[0.9696096  0.24465737],[ 1. -0.],[0.95024865 0.31149238],[ 0.90402335 -0.42748307],[ 0.88843827 -0.45899612],[ 0.85367203 -0.52081096],[ 0.94856744 -0.31657512],[0.99991943 0.01269368],[ 0.99588742 -0.09059941],[ 0.97242027 -0.23323554],[0.97685585 0.21389867],[ 0.9738989  -0.22698223],[0.98381796 0.17917095],[ 0.93545434 -0.35344757],[0.98508954 0.17204245],[ 0.99980255 -0.01987093],[0.85990992 0.51044581],[ 0.99984042 -0.01786432],[0.96193001 0.2732959 ],[ 0.8842509  -0.46701215],[ 0.91730065 -0.39819533],[0.92266558 0.38560113],[ 1. -0.],[ 1. -0.],[ 0.87591385 -0.48246754],[0.97293119 0.23109502],[ 1. -0.],[ 0.97544104 -0.22026071],[0.99028411 0.13905891],[0.98590974 0.16727819],[ 0.88177897 -0.47166286],[0.99178598 0.12790847],[ 1. -0.],[0.9917834  0.12792845],[ 0.92858576 -0.37111789],[ 0.90185467 -0.43203952],[ 0.99995639 -0.00933907],[0.85990992 0.51044581],[0.99988453 0.015196  ],[0.9935117  0.11372999],[ 0.99905731 -0.04341069],[ 0.99772876 -0.06735969],[9.99999922e-01 3.94016062e-04],[ 0.9999158  -0.01297686],[ 0.99997927 -0.00643953],[0.9936512  0.11250467],[0.99984333 0.01770083],[0.94629307 0.3233101 ],[0.9996781  0.02537122],[0.95618242 0.29277153],[ 1. -0.],[ 0.92262699 -0.38569346],[1. 0.],[ 0.94419563 -0.3293852 ],[0.77200883 0.6356118 ],[ 0.99693764 -0.07820066],[ 0.98955178 -0.14417795],[ 0.99426791 -0.10691734],[0.9687792  0.24792512],[0.95071429 0.31006829],[ 0.99918497 -0.04036576],[ 0.83853723 -0.5448443 ],[ 0.95280865 -0.30357153],[0.77181183 0.63585101],[ 0.94477604 -0.32771669],[ 0.99711398 -0.07591916],[0.88458285 0.46638308],[0.9624186  0.27157031],[0.99800643 0.06311229],[ 0.99834653 -0.05748224]
[ 0.99997517 -0.00704665],[0.99709936 0.07611089],[ 0.99331942 -0.11539731],[ 0.89258981 -0.45086964],[ 0.98429669 -0.17652201],[ 0.99647188 -0.08392728],[0.9989446  0.04593142],[0.99976727 0.02157334],[ 0.9989678  -0.04542398],[ 0.94797048 -0.31835824],[ 0.98919266 -0.14662159],[0.99876997 0.04958376],[ 0.99989966 -0.01416606],[ 0.99630585 -0.08587579],[ 0.99998915 -0.00465888],[0.99492792 0.10059039],[0.99901123 0.04445846],[0.9999718  0.00750952],[ 0.96450102 -0.26407911],[0.97454917 0.22417385],[ 0.99745969 -0.07123316],[ 0.96826087 -0.24994175],[ 0.99015682 -0.13996242],[0.99721149 0.0746274 ],[ 0.98898276 -0.14803076],[ 0.99854264 -0.05396855],[0.99644404 0.08425717],[ 0.99737589 -0.07239701],[ 0.99543965 -0.09539338],[ 0.99623388 -0.08670672],[0.9999903  0.00440498],[ 0.96720027 -0.25401504],[ 0.97870571 -0.20526846],[ 0.82437775 -0.56604003],[0.99450851 0.10465573],[ 0.99787883 -0.06509868],[ 0.99003732 -0.14080521],[ 0.99761351 -0.06904551],[ 0.86409548 -0.50332792],[ 0.99365968 -0.1124297 ],[ 0.98257418 -0.18587085],[ 0.99507541 -0.09912078],[ 0.9893749  -0.14538676],[0.96293737 0.26972509],[ 0.91306082 -0.40782343],[0.99952992 0.03065852],[0.98963073 0.14363501],[0.99765057 0.06850792],[ 0.96793409 -0.2512043 ],[ 0.87820667 -0.47828135],[ 0.9879707  -0.15464118],[ 0.79012867 -0.61294101],[0.99945188 0.03310504],[ 0.97771484 -0.20993736],[ 0.99130526 -0.1315822 ],[ 0.98965516 -0.1434666 ],[0.98636871 0.16455022],[ 0.9896955  -0.14318805],[0.98937274 0.14540148],[0.98833478 0.15229696],[0.98896322 0.14816123],[ 0.99576049 -0.09198398],[ 0.98801761 -0.15434119],[0.97440811 0.22478621],[0.99990615 0.01370034],[ 0.99132096 -0.1314639 ],[ 0.93041249 -0.36651412],[ 0.99312537 -0.11705555],[ 0.98360405 -0.18034152],[ 0.97901007 -0.2038119 ],[0.99765749 0.06840712],[ 0.97041579 -0.24143984],[ 0.98279857 -0.18468072],[ 0.9714619  -0.23719565],[ 0.99684309 -0.07939678],[ 0.99670274 -0.0811397 ],[ 0.99744886 -0.07138461],[0.99461884 0.10360195],[ 0.99278344 -0.11992097],[0.99947652 0.03235268],[ 0.98683643 -0.16172158],[ 0.99956487 -0.02949686],[ 0.99533628 -0.09646595],[ 0.99509839 -0.09888986],[ 0.99271655 -0.12047346],[ 0.99556523 -0.09407378],[ 0.99679151 -0.08004179],[ 0.98420122 -0.17705357],[0.99812923 0.06113954],[0.9996746  0.02550878],[ 1. -0.],[0.99195239 0.12661147],[ 0.98018877 -0.1980656 ],[ 0.98649937 -0.16376503],[ 0.95091826 -0.30944218],[ 0.96417805 -0.2652559 ],[ 0.99994353 -0.01062724],[ 0.99924102 -0.03895351],[ 0.99795089 -0.06398458],[0.99998345 0.00575388],[ 0.98965802 -0.14344688],[0.99973102 0.02319255],[ 0.9950646  -0.09922924],[0.99289453 0.11899768],[ 0.99810637 -0.06151151],[0.97597965 0.2178617 ],[ 0.99946164 -0.03280907],[0.99845641 0.05554098],[ 0.99773283 -0.06729928],[ 0.98857553 -0.15072631],[0.99047525 0.1376909 ],[ 1. -0.],[ 1. -0.],[ 0.9861364  -0.16593673],[0.98954853 0.1442002 ],[ 1. -0.],[ 0.99027096 -0.13915252],[0.99283233 0.11951558],[0.99693993 0.07817143],[ 0.99548613 -0.09490719],[0.99711207 0.07594424],[ 1. -0.],[0.99711984 0.07584217],[ 0.99605322 -0.08875804],[ 0.99245674 -0.12259532],[ 0.99802765 -0.06277581],[0.9676037  0.25247393],[ 0.99974195 -0.02271629],[0.99435934 0.10606366],[ 0.99986    -0.01673239],[ 0.98864032 -0.15030076],[ 0.99495501 -0.10032211],[ 0.99422697 -0.10729743],[ 0.99795886 -0.06386018],[0.99951849 0.0310288 ],[ 0.999233   -0.03915885],[0.99021619 0.13954172],[ 0.99534927 -0.09633185],[0.99139455 0.13090774],[ 1. -0.],[ 0.98289597 -0.18416163],[1. 0.],[ 0.9870913  -0.16015855],[0.95261569 0.30417652],[0.99846354 0.05541266],[ 0.99933853 -0.0363663 ],[ 0.99931527 -0.03699988],[0.97136903 0.23757568],[0.98933933 0.14562859],[ 0.99422522 -0.10731363],[ 0.88810209 -0.45964625],[ 0.97637482 -0.2160838 ],[0.96120964 0.27581882],[ 0.9960777  -0.08848287],[ 0.99817103 -0.06045327],[0.97830179 0.20718495],[0.98786817 0.15529481],[0.99973937 0.02282957],[ 0.99965445 -0.02628659]
[0.99998055 0.00623689],[0.99979717 0.02013994],[ 0.99243167 -0.12279813],[ 0.98448906 -0.175446  ],[ 0.99055053 -0.13714825],[ 0.97985354 -0.19971738],[ 0.99988641 -0.01507206],[ 0.99307785 -0.11745797],[ 0.99804315 -0.06252895],[ 0.98691401 -0.16124744],[ 0.99980081 -0.01995866],[ 0.99999032 -0.00439924],[ 0.99637883 -0.08502481],[ 0.99799785 -0.06324792],[ 0.99987096 -0.01606423],[0.99874895 0.05000536],[0.99924008 0.03897774],[ 0.99603802 -0.08892839],[ 0.98484775 -0.17342116],[0.99340669 0.1146436 ],[ 0.99824119 -0.05928345],[ 0.98940509 -0.14518113],[ 0.9845263  -0.17523687],[ 0.99997251 -0.00741469],[ 0.98257901 -0.18584533],[ 0.99904759 -0.04363376],[ 0.9999976  -0.00218895],[ 0.99780747 -0.06618343],[ 0.99687071 -0.07904924],[ 0.99326725 -0.11584542],[0.99998795 0.0049086 ],[ 0.98216115 -0.18804115],[ 0.97106047 -0.23883376],[ 0.95925013 -0.28255828],[0.99803969 0.06258423],[ 0.99886641 -0.04760134],[ 0.99698181 -0.07763556],[ 0.99990318 -0.0139152 ],[ 0.97710769 -0.21274531],[ 0.99507587 -0.09911621],[ 0.99957736 -0.02907059],[ 0.99647962 -0.08383538],[ 0.99257272 -0.12165281],[0.98931199 0.1458142 ],[ 0.94547606 -0.3256916 ],[ 0.99919595 -0.04009309],[0.99659665 0.08243254],[0.98728181 0.15897994],[ 0.98979072 -0.14252833],[ 0.97569161 -0.21914808],[ 0.99450179 -0.10471954],[ 0.95882493 -0.28399781],[ 0.99914714 -0.04129163],[ 0.98887643 -0.14873938],[ 0.99743671 -0.07155429],[ 0.99988005 -0.0154882 ],[0.9930724  0.11750408],[ 0.99631867 -0.08572698],[0.9948136  0.10171476],[0.99781636 0.06604928],[0.99460402 0.10374408],[0.99952318 0.03087748],[ 0.99651675 -0.08339287],[0.99186144 0.12732195],[0.99910458 0.04230874],[ 0.99687288 -0.07902186],[ 0.95782057 -0.28736693],[ 0.99968115 -0.02525062],[ 0.99394541 -0.10987503],[ 0.98124368 -0.19277148],[0.98858533 0.15066202],[ 0.99117883 -0.13253123],[ 0.9952186  -0.09767257],[ 0.99032316 -0.13878057],[ 0.99770124 -0.067766  ],[ 0.99862471 -0.05242798],[ 0.99938797 -0.03498109],[0.99803722 0.06262353],[0.99947194 0.03249386],[0.99989436 0.01453489],[ 0.99301646 -0.11797591],[ 0.99885302 -0.04788156],[ 0.97838564 -0.20678864],[ 0.98083363 -0.1948471 ],[0.99933885 0.03635739],[ 0.9992366  -0.03906688],[ 0.993789   -0.11128086],[ 0.98456522 -0.1750181 ],[0.9992352  0.03910268],[ 0.9999952  -0.00309734],[ 1. -0.],[0.99886718 0.04758533],[ 0.99374367 -0.11168494],[ 0.99891427 -0.04658623],[ 0.98641824 -0.16425305],[ 0.98562634 -0.16893997],[0.99998422 0.00561861],[ 0.99907393 -0.04302645],[ 0.99991472 -0.01305993],[0.99999876 0.00157754],[ 0.99671874 -0.08094287],[ 0.99999731 -0.00231928],[ 0.99884879 -0.04796978],[0.99699201 0.07750436],[ 0.9982799  -0.05862797],[0.99868336 0.05129863],[ 0.99987351 -0.01590511],[0.99989124 0.01474794],[ 0.99968954 -0.02491628],[ 0.99947054 -0.03253676],[0.99902444 0.04416081],[ 1. -0.],[ 1. -0.],[ 0.99480011 -0.10184665],[0.99555285 0.09420467],[ 1. -0.],[ 0.99658121 -0.08261894],[0.99589142 0.09055539],[0.99999546 0.0030144 ],[ 0.9994862  -0.03205201],[0.99846627 0.05536337],[ 1. -0.],[0.99845527 0.05556135],[ 0.9979746  -0.06361368],[ 0.99763529 -0.06873005],[ 0.99721424 -0.07459064],[0.99664506 0.08184511],[ 0.9996449  -0.02664734],[0.99662463 0.08209352],[0.99994728 0.01026836],[ 0.9968925  -0.07877399],[ 0.99446044 -0.10511152],[ 0.99595057 -0.08990254],[ 0.99700101 -0.07738858],[ 0.99990079 -0.01408587],[ 0.99796948 -0.06369394],[0.99987213 0.01599159],[ 0.99598673 -0.08950102],[0.99908214 0.04283554],[ 1. -0.],[ 0.99335751 -0.11506891],[1. 0.],[ 0.99501002 -0.09977502],[0.99704352 0.07683887],[ 0.99987139 -0.01603732],[ 0.99974175 -0.02272499],[ 0.99962504 -0.027382  ],[0.99106    0.13341691],[ 0.99999469 -0.00325782],[ 0.99844342 -0.05577396],[ 0.98160929 -0.19090105],[ 0.98157338 -0.19108557],[0.99985711 0.01690423],[ 0.99889717 -0.04695161],[ 0.99949071 -0.03191117],[0.9954872  0.09489588],[0.99500104 0.09986457],[ 0.99997455 -0.0071341 ],[0.99998232 0.00594713]
[0.99999239 0.00390185],[ 0.99697933 -0.07766735],[ 0.99348987 -0.11392045],[ 0.99876574 -0.04966888],[ 0.99394231 -0.10990309],[ 0.95095165 -0.30933954],[ 0.99870157 -0.05094286],[ 0.98338094 -0.18155419],[ 0.99880859 -0.04879953],[ 0.99775006 -0.06704343],[0.99994644 0.01034954],[ 0.99842065 -0.05618013],[ 0.99488119 -0.10105155],[ 0.99875227 -0.04993903],[ 0.99988147 -0.01539644],[ 0.9998025  -0.01987351],[0.99999833 0.00182524],[ 0.99125233 -0.13198038],[ 0.99378501 -0.11131646],[0.99821753 0.05968052],[ 0.9999914  -0.00414846],[ 0.99481363 -0.10171456],[ 0.98230344 -0.18729645],[ 0.99998109 -0.00615036],[ 0.980802   -0.19500626],[ 0.99876322 -0.04971943],[ 0.99999796 -0.00202211],[ 0.99799332 -0.06331922],[ 0.99785866 -0.06540715],[ 0.9910955  -0.13315297],[0.99861399 0.05263165],[ 0.99822779 -0.05950863],[ 0.96749385 -0.25289453],[ 0.99675895 -0.08044624],[0.9996878  0.02498621],[0.99999554 0.00298548],[ 0.99802463 -0.06282389],[0.99972931 0.02326621],[ 0.99938322 -0.03511673],[ 0.99384642 -0.11076685],[0.99998629 0.00523661],[ 0.99528261 -0.09701822],[ 0.99438845 -0.10579042],[0.99955643 0.02978152],[ 0.98319312 -0.1825686 ],[ 0.99393278 -0.10998919],[ 9.99999834e-01 -5.75694178e-04],[0.9905453  0.13718606],[ 0.99494313 -0.10043987],[ 0.99804956 -0.06242663],[ 0.9973935  -0.07215408],[ 0.99814979 -0.060803  ],[ 0.99380699 -0.11112007],[ 0.98718933 -0.15955322],[ 0.99972671 -0.02337765],[0.99999503 0.00315408],[0.99649098 0.08370021],[ 0.99841808 -0.05622573],[ 0.99992382 -0.01234305],[ 0.99999143 -0.00414007],[ 0.99991125 -0.0133224 ],[0.99716457 0.07525175],[ 0.99980653 -0.01967004],[0.99946904 0.03258282],[0.99951936 0.03100076],[ 0.99861165 -0.05267604],[ 0.98498786 -0.17262362],[0.99973533 0.02300602],[ 0.99095588 -0.13418812],[ 0.98348391 -0.18099557],[0.99222544 0.12445348],[ 0.99254496 -0.12187901],[ 0.9986022  -0.05285489],[ 0.99247356 -0.12245909],[ 0.99801148 -0.06303236],[ 0.99880361 -0.04890133],[ 0.99968366 -0.02515132],[0.9997205  0.02364151],[0.9989967  0.04478383],[0.99998853 0.00478969],[ 0.99910959 -0.04219048],[ 0.99701362 -0.07722592],[ 0.95765651 -0.28791321],[ 0.96071254 -0.27754533],[0.99835333 0.05736396],[ 0.99998954 -0.00457401],[ 0.98543588 -0.17004743],[ 0.98543889 -0.17002999],[0.99941055 0.0343301 ],[ 0.9999638  -0.00850909],[ 1. -0.],[0.99997391 0.0072234 ],[ 0.99980355 -0.01982085],[0.99999591 0.00285907],[ 0.99625735 -0.08643663],[ 0.99434092 -0.10623618],[0.99998471 0.00552992],[ 0.99929237 -0.03761341],[ 0.99998225 -0.00595871],[0.99997777 0.00666791],[ 0.99907777 -0.04293727],[ 0.99996827 -0.00796598],[ 0.99968383 -0.02514439],[0.9989435  0.04595526],[ 0.99907707 -0.04295346],[ 0.99945052 -0.03314606],[0.99998923 0.00464184],[ 0.9999535  -0.00964359],[ 0.99972976 -0.02324652],[0.99998531 0.00542109],[0.99999245 0.00388574],[ 1. -0.],[ 1. -0.],[ 0.99759893 -0.06925588],[0.99827217 0.0587595 ],[ 1. -0.],[ 0.99899768 -0.04476205],[0.99873092 0.05036425],[ 0.99891827 -0.04650042],[ 0.999939   -0.01104544],[0.99930145 0.03737131],[ 1. -0.],[0.99929267 0.03760519],[ 0.99832647 -0.0578295 ],[ 0.99866545 -0.05164608],[ 0.99704288 -0.07684716],[ 0.99994883 -0.01011606],[ 0.99945226 -0.03309348],[0.99908871 0.042682  ],[0.99960236 0.0281979 ],[ 0.99970443 -0.02431168],[ 0.99623244 -0.08672328],[ 0.99836582 -0.05714613],[ 0.99677104 -0.08029625],[ 0.99931659 -0.03696431],[ 0.99745462 -0.07130408],[ 0.99856314 -0.05358776],[ 0.99806686 -0.06214943],[ 0.99999718 -0.00237376],[ 1. -0.],[ 0.99690853 -0.07857085],[1. 0.],[ 0.99754289 -0.07005848],[ 0.99988774 -0.01498376],[ 0.99868468 -0.05127294],[ 0.99970999 -0.02408188],[ 0.99957877 -0.02902207],[0.99775563 0.06696053],[ 0.99956867 -0.02936797],[ 0.99857058 -0.05344899],[ 0.99889964 -0.04689903],[ 0.9855215  -0.16955052],[ 0.99903485 -0.04392466],[ 0.99964872 -0.02650357],[ 0.99997455 -0.00713451],[0.99968047 0.02527753],[0.99809595 0.06168042],[ 0.9996882  -0.02496987],[0.99958986 0.02863752]
[ 0.99988651 -0.01506546],[ 0.99452235 -0.10452414],[ 0.99136802 -0.13110854],[ 0.99989864 -0.01423736],[ 0.99435199 -0.10613258],[ 0.93892098 -0.34413282],[ 0.99797361 -0.06362921],[ 0.9845364  -0.17518013],[ 0.99868257 -0.0513139 ],[ 0.9994851  -0.03208643],[0.99973913 0.02284008],[ 0.99564383 -0.09323818],[ 0.99405729 -0.1088582 ],[ 0.99898076 -0.04513792],[ 0.99954607 -0.03012731],[ 0.9975772 -0.0695681],[ 0.99979824 -0.02008702],[ 0.99064345 -0.13647549],[ 0.99697657 -0.0777027 ],[0.99912702 0.04177559],[0.99556862 0.09403788],[ 0.99792002 -0.06446423],[ 0.99080999 -0.1352611 ],[0.99999867 0.0016282 ],[ 0.99066541 -0.13631594],[ 0.99862797 -0.0523658 ],[0.99998157 0.00607113],[ 0.99690908 -0.07856384],[ 0.99887236 -0.04747631],[ 0.9938791  -0.11047323],[0.99642485 0.08448385],[9.99999807e-01 6.21702682e-04],[ 0.97492228 -0.2225456 ],[ 0.99988977 -0.01484734],[ 0.99985249 -0.0171758 ],[0.99605423 0.0887467 ],[ 0.99870185 -0.05093737],[0.99956861 0.02937   ],[0.99946833 0.0326045 ],[ 0.99136356 -0.13114224],[ 0.99858539 -0.05317164],[ 0.9927858  -0.11990143],[ 0.99400788 -0.10930844],[ 0.99897784 -0.04520257],[ 0.99501406 -0.09973473],[ 0.99092989 -0.13437985],[ 0.9992798  -0.03794583],[0.99823901 0.05932021],[ 0.9978151  -0.06606832],[ 0.99996307 -0.00859453],[ 0.99908786 -0.04270174],[0.99996372 0.00851817],[ 0.99065294 -0.13640656],[ 0.98912618 -0.1470694 ],[0.9999981  0.00194789],[0.99979912 0.02004313],[0.99859273 0.05303359],[ 0.99917895 -0.04051448],[ 0.99815189 -0.06076852],[ 0.99920601 -0.03984156],[ 0.99813002 -0.06112664],[0.99775903 0.06690972],[0.99999854 0.00170823],[ 0.99936523 -0.03562484],[ 0.99999947 -0.00102608],[ 0.99925241 -0.03866039],[ 0.99469094 -0.10290741],[0.99964231 0.02674432],[ 0.99095588 -0.13418812],[ 0.9876443  -0.15671229],[0.998734 0.050303],[ 0.99432725 -0.10636406],[ 0.99967951 -0.02531559],[ 0.99471531 -0.10267155],[ 0.99704473 -0.07682326],[ 0.99861811 -0.05255346],[ 0.99953194 -0.03059237],[ 0.99980879 -0.01955481],[ 0.99964604 -0.02660453],[ 0.99993985 -0.01096807],[ 0.99994138 -0.01082734],[ 0.99574416 -0.09216061],[ 0.94893465 -0.3154727 ],[ 0.95221004 -0.30544399],[ 0.99986109 -0.01666739],[0.99999735 0.00230237],[ 0.98577075 -0.16809529],[ 0.99021335 -0.13956187],[0.99971537 0.02385758],[ 0.99988004 -0.01548863],[ 1. -0.],[ 0.99955543 -0.02981509],[0.99967905 0.02533358],[0.99953582 0.03046533],[ 0.99878203 -0.04934027],[ 0.99754418 -0.07004007],[ 0.99990906 -0.01348623],[ 0.99930293 -0.03733164],[ 0.99984061 -0.01785372],[0.99998898 0.00469503],[ 0.99980106 -0.01994572],[ 0.9998812  -0.01541375],[ 0.99984355 -0.01768803],[0.99917752 0.04054982],[ 0.99965874 -0.02612272],[ 0.99787381 -0.06517561],[ 0.99996144 -0.00878205],[ 0.99957103 -0.02928747],[ 0.99945455 -0.03302441],[0.99986558 0.01639605],[ 0.99955672 -0.02977171],[ 1. -0.],[ 1. -0.],[ 0.9990283 -0.0440732],[0.99883993 0.04815383],[ 1. -0.],[ 0.99979648 -0.02017405],[0.99941    0.03434621],[ 0.99740058 -0.07205616],[ 0.9999651 -0.0083551],[0.99986657 0.01633511],[ 1. -0.],[0.99987062 0.01608577],[ 0.99829007 -0.05845453],[ 0.99915927 -0.04099688],[ 0.99787715 -0.06512445],[ 0.99917002 -0.04073416],[ 0.99892448 -0.04636687],[0.99950005 0.03161736],[0.99926733 0.03827267],[0.99999318 0.00369269],[ 0.9979158  -0.06452948],[ 0.99960089 -0.02824995],[ 0.99775905 -0.06690953],[ 0.99858403 -0.05319716],[ 0.9975945  -0.06931968],[ 0.99655047 -0.08298894],[ 0.99926221 -0.03840608],[ 0.99947744 -0.03232417],[ 1. -0.],[ 0.99867161 -0.05152693],[1. 0.],[ 0.99892792 -0.04629256],[ 0.99908184 -0.04284245],[ 0.99805703 -0.062307  ],[ 0.9996845 -0.0251177],[ 0.99955338 -0.02988389],[0.99948922 0.03195762],[ 0.99977757 -0.0210906 ],[ 0.99905801 -0.04339473],[9.99999911e-01 4.21455570e-04],[ 0.99253946 -0.12192381],[ 0.99883764 -0.04820129],[ 0.99988446 -0.01520107],[ 0.99991574 -0.01298124],[ 0.99997248 -0.00741864],[0.99955927 0.02968618],[ 0.99946052 -0.03284295],[0.99913122 0.04167511]
